pmid,title,abstract,journal,publication_date,doi,source_url,retrieved_at
42627081,Molecular classification and precision therapy in gastric cancer: Current advances and future perspectives (Review).,"The emergence of molecular classifications for gastric cancer (GC), The Cancer Genome Atlas (TCGA) and Asian Cancer Research Group (ACRG), has advanced targeted and immunotherapies, but their clinical translation faces real‑world obstacles including high cost, tissue availability, standardization, and intratumoral heterogeneity. The present review critically compares the two classification systems regarding prognostic utility across geographic populations and boundary conflicts, noting that ACRG is more operable in East Asian populations whereas TCGA is better suited for mechanistic exploration. Focusing on acquired resistance as a core bottleneck in precision therapy, mechanisms underlying anti‑Human Epidermal Growth Factor Receptor 2 (HER2) resistance and primary/secondary resistance to immune checkpoint inhibitors (ICIs) were systematically dissected, while also addressing immune‑related adverse events and pseudo‑/hyperprogression. Moreover, non‑immune elements of the tumor microenvironment deserve attention: Cancer‑associated fibroblasts limit drug penetration and promote epithelial‑mesenchymal transition through physical barriers and paracrine signaling; metabolic reprogramming (high glycolysis and glutamine addiction) impairs chemotherapy and ICI efficacy via an acidic microenvironment and metabolic competition. Finally, multi‑target combination strategies are envisioned based on pathway redundancy, along with liquid biopsy‑driven dynamic adaptive therapy and single‑cell/spatial multi‑omics integration for precise microenvironment intervention. The present review aims to offer a systematic reference for moving GC precision therapy from static subtyping toward dynamic, multi‑dimensional integration.",Oncology reports,2026,10.3892/or.2026.9180,https://pubmed.ncbi.nlm.nih.gov/42627081/,2026-09-07T00:41:49.029166+00:00
42627075,Autophagy: Mechanisms and therapeutic perspectives in intestinal metaplasia (Review).,"Intestinal metaplasia (IM) represents a key stage in the progression of gastric mucosal lesions to gastric cancer, marked by a complex molecular pathogenesis and a lack of effective interventional strategies. Autophagy, a key mechanism for maintaining cell homeostasis, is closely associated with the onset and progression of IM. The present review aimed to summarize the role of autophagy in IM by integrating its association with risk factors and pathogenic mechanisms. The present study evaluated the impact of autophagy on inflammation, immune responses and cellular fate determination during IM. The present study summarized potential autophagy‑mediated therapeutic agents for IM treatment and future research directions and existing limitations, aiming to provide novel insight for preventing and managing this premalignant condition.",Molecular medicine reports,2026,10.3892/mmr.2026.13999,https://pubmed.ncbi.nlm.nih.gov/42627075/,2026-09-07T00:41:49.029201+00:00
42602872,131I-labeled engineered hybrid cell membrane biomimetic nanocarrier targets gastric cancer and enhances radioimmunotherapy.,"Achieving efficient radiolabeling and targeted delivery is essential to maximize therapeutic efficacy and reduce systemic toxicity. Herein, we report a novel radionuclide-delivery platform based on hybrid membranes derived from fusing liposome with statherin engineered macrophage membranes and gastric cancer cell (MFC) membranes. The obtained 131I-lipo@[RAW-MFC] nanoparticles (131I-LipRM) exhibit high-yield, stable radiolabeling and homologous tumor targeting. Using a gastric cancer model, we assess the biodistribution and therapeutic potential of 131I-LipRM alone and combine with anti-PD-L1 therapy. 131I-LipRM show favorable pharmacokinetics and efficient tumor localization, inducing significant tumor cell damage and growth suppression. Furthermore, the combination of 131I-LipRM with anti-PD-L1 therapy has synergistically enhanced T cell-mediated immune responses, promoted CD8+ T cell infiltration, and prolonged survival relative to monotherapies. These findings demonstrate that the 131I-LipRM platform enables precise radionuclide delivery and potentiates antitumor immunity through PD-L1 blockade, presenting a promising avenue for radio-immunotherapy.",Materials today. Bio,2026,10.1016/j.mtbio.2026.103533,https://pubmed.ncbi.nlm.nih.gov/42602872/,2026-09-07T00:41:49.029250+00:00
42577638,Spatial specificity of Epstein-Barr virus infection in gastric cancer: A 44-case clinicopathological analysis.,"Epstein-Barr virus (EBV) is detected in ~10% of gastric cancer (GC) cases, but whether it directly drives carcinogenesis or merely colonizes established tumors remains unclear. The present study aimed to characterize the clinicopathological features and infection patterns of EBV-positive GC (EBVaGC) and to explore their translational implications. EBV-encoded RNA in situ hybridization was performed to identify EBVaGC cases among 456 patients with GC. Immunohistochemistry was used to assess Ki-67, proliferating cell nuclear antigen (PCNA) and claudin 18.2 (CLDN18.2) expression. Clinicopathological characteristics and survival data were analyzed. Of the 456 patients, 44 (9.6%) were EBV-positive. EBVaGC predominantly occurred in men and often presented as focal ulcerative masses with diverse histologies. No significant differences were observed in terms of age, tumor size, tumor/node stage, or long-term prognosis between EBV-positive and -negative groups (P>0.05), although EBV-positive patients showed better short-term outcomes (defined as 12-month survival rate; P=0.046). Notably, EBV infection was spatially restricted, being detected in cancer cells and in a subset of adjacent high-grade intraepithelial neoplasia (HGIN) tissues (25%), but absent in all non-neoplastic gastric mucosal cells examined, including chronic gastritis, low-grade intraepithelial neoplasia without concurrent GC and high-grade intraepithelial neoplasia (HGIN) without concurrent GC. Ki-67, PCNA and CLDN18.2 expression did not differ by EBV status. In conclusion, EBV infection in GC exhibits a unique spatial pattern, present in neoplastic but not normal epithelium, suggesting it may be a late event rather than a direct etiological driver. This infection pattern provides a rationale for EBV-directed targeted therapies, as the virus could serve as a tumor-specific molecular marker.",Experimental and therapeutic medicine,2026,10.3892/etm.2026.13254,https://pubmed.ncbi.nlm.nih.gov/42577638/,2026-09-07T00:41:49.029295+00:00
42555988,Exploring potential anti-gastric cancer mechanisms of Rhizoma Paridis through integrated computational and experimental analyses.,"Gastric cancer (GC) remains a leading cause of cancer-related mortality worldwide, especially in advanced stages with limited treatment efficacy. Rhizoma Paridis (RPS), a traditional Chinese medicinal herb, has shown promising antitumor activity, yet its potential anti-GC mechanisms have not been systematically investigated. An integrated computational and experimental framework was established to explore the anti-GC activity and potential mechanisms of RPS. First, the active compounds of RPS and their corresponding targets were identified using UPLC, LC-MS analysis and machine learning (Ml)-driven data mining. Then, the key target genes were determined by the gradient boosting algorithms and their associations with GC were investigated by the deconvolution algorithms, unsupervised clustering and dimensionality reduction methods. Further, the potential compound-target interactions and the mechanism of RPS for treating GC were supported by the molecular docking, Molecular dynamics (MD) simulations, in vivo and in vitro experiments. A total of 118 phytochemicals were identified from RPS, from which 40 candidate bioactive compounds and six hub genes, i.e., BAX, BCL2, VEGFA, KDR, CASP3 and CTNNB1 were prioritized. Functional enrichment analyses suggested that these targets were mainly associated with apoptosis, angiogenesis and Wnt/β-catenin-related signaling pathways. Transcriptomic, prognostic, immune infiltration and single-cell analyses further supported their relevance in GC. Docking and MD simulations indicated favorable binding stability between representative compounds and the key targets. Experimental studies demonstrated that RPS inhibited GC cell proliferation and tumor growth, accompanied by apoptosis-related and angiogenesis-associated molecular changes. RPS exhibits significant anti-GC activity and may exert its effects through the coordinated regulation of apoptosis-, angiogenesis- and Wnt/β-catenin-associated pathways. This study provides a systems-level framework integrating computational analyses with biological validation to investigate the pharmacological effects of complex herbal medicines and offers mechanistic insights into the anti-GC potential of RPS.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2026,10.1016/j.phymed.2026.158588,https://pubmed.ncbi.nlm.nih.gov/42555988/,2026-09-07T00:41:49.029349+00:00
42542057,Tanshinone I as a novel ferritinophagy inducer triggers ferroptosis to suppress gastric cancer growth.,"Gastric cancer (GC) remains a major global health challenge, underscoring the urgent need for effective therapeutic strategies. Ferritinophagy-driven ferroptosis has recently emerged as a promising anticancer approach; however, potent pharmacological inducers and their modes of action remain largely unexplored. This study aimed to investigate whether Tanshinone I (Tan I), a bioactive diterpenoid quinone, exerts antitumor effects against GC via ferritinophagy-dependent ferroptosis and to elucidate its underlying molecular mechanism. Ferroptosis induction was evaluated using pharmacological rescue assays, flow cytometry, confocal microscopy, and transmission electron microscopy. Mechanistic investigations were conducted through quantitative proteomics, immunofluorescence staining, immunoblotting, and analyses of protein stability and ubiquitination. Target identification and validation were employed using limited proteolysis-mass spectrometry, cellular thermal shift assay, drug affinity responsive target stability, computational modeling, co-immunoprecipitation, and genetic manipulation. The antitumor efficacy of Tan I was further evaluated in orthotopic and patient-derived xenograft (PDX) models. Tan I was identified as a potent inducer of ferroptosis and ferritinophagy in GC cells, as demonstrated by increased labile ferrous iron and lipid reactive oxygen species, characteristic mitochondrial abnormalities, and partial reversal of Tan I-induced cytotoxicity by ferroptosis inhibitors. Mechanistically, Tan I disrupted the interaction between the E3 ubiquitin ligase HUWE1 and the ferritinophagy cargo receptor NCOA4, thereby attenuating HUWE1-mediated ubiquitination and proteasomal degradation of NCOA4. Stabilization of NCOA4 enhanced ferritin turnover, resulting in iron overload, lipid peroxidation, mitochondrial dysfunction, and ultimately ferroptotic cell death. Notably, HUWE1 knockdown mimicked the key ferroptotic phenotypes induced by Tan I, whereas HUWE1 overexpression or NCOA4 knockdown mitigated these effects. Importantly, Tan I significantly suppressed tumor growth in both orthotopic and PDX models at well-tolerated doses while concomitantly activating ferritinophagy- and ferroptosis-associated markers in vivo. By targeting the HUWE1-NCOA4 axis, Tan I induced ferritinophagy-dependent ferroptosis and exerted potent antitumor activity against GC, highlighting its potential as a lead compound for ferroptosis-based cancer therapies.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2026,10.1016/j.phymed.2026.158645,https://pubmed.ncbi.nlm.nih.gov/42542057/,2026-09-07T00:41:49.029396+00:00
42531686,Beyond development: Global disparities in gastrointestinal cancer outcomes across 176 countries.,"Mortality-to-incidence ratio (MIR) - defined as the age-standardized mortality rate divided by the age-standardized incidence rate - has been proposed as an ecological proxy for cancer treatment access at the population level. We characterized MIR for four gastrointestinal (GI) cancers across 176 countries and quantified the Surgical Access Gap (SAG), defined as the residual between observed and human development index (HDI)-adjusted expected MIR. We conducted a cross-sectional ecological analysis using GLOBOCAN 2022 data for colorectal, gastric, esophageal, and pancreatic cancers across 185 countries. MIR was calculated as the age-standardized mortality rate (ASMR) divided by the age-standardized incidence rate (ASIR). HDI-adjusted expected MIR was estimated using restricted cubic spline (RCS) regression (3 knots). SAG was defined as observed minus expected MIR. Spearman correlations between MIR and HDI and UHC Service Coverage Index were calculated. Exploratory cluster analysis was performed using k-means (k = 4, z-score standardized variables). WHO Mortality Database data (1994-2022, 140 countries) provided independent mortality trend characterization. GBD 2023 cross-source agreement analysis confirmed GLOBOCAN 2022 MIR estimates for colorectal (Spearman ρ=0.811) and gastric cancer (Spearman ρ=0.510); agreement was weaker for esophageal and pancreatic cancers.Results of 185 eligible countries, 176 had calculable MIR values. HDI explained 76.4% of colorectal cancer MIR variance (R²=0.764). HDI was strongly inversely associated with MIR for colorectal (ρ=-0.878) and gastric cancer (ρ=-0.839; all p < 0.001). Japan demonstrated consistently negative SAG across all four cancer types (colorectal SAG=-0.075; gastric SAG=-0.348), indicating outcomes substantially better than predicted by HDI. The United Arab Emirates, Qatar, and Saudi Arabia demonstrated positive SAG across all four cancer types, indicating outcomes worse than expected. Exploratory cluster analysis identified four country groupings; Japan, the Republic of Korea, Belgium, and Guyana formed the smallest cluster (n = 4) with the most favourable SAG profiles, although Guyana represented a borderline assignment. MIR-based analysis across 176 countries identified substantial global heterogeneity in GI cancer outcomes beyond what HDI predicts. Japan's consistently negative SAG and the paradoxically positive SAG of several high-income countries suggest that factors not captured by composite development indices may be associated with population-level GI cancer outcomes. These hypothesis-generating findings may inform future health system research priorities.",Cancer epidemiology,2026,10.1016/j.canep.2026.103181,https://pubmed.ncbi.nlm.nih.gov/42531686/,2026-09-07T00:41:49.029453+00:00
42498222,From JAK2 degradation to precision immunotherapy: A translational passport for strebloside in Epstein-Barr virus-associated gastric cancer.,,Translational research : the journal of laboratory and clinical medicine,2026,10.1016/j.trsl.2026.07.011,https://pubmed.ncbi.nlm.nih.gov/42498222/,2026-09-07T00:41:49.029477+00:00
42457097,Intracellular harboring of Helicobacter pylori within Candida species in human gastric biopsies: Evidence suggestive of a potential Trojan horse mechanism.,"Helicobacter pylori (H. pylori) is a globally prevalent pathogen associated with gastritis, peptic ulcer and gastric adenocarcinoma. Despite available eradication therapies, treatment failures remain common, suggesting alternative survival mechanisms. Recent studies have proposed that H. pylori may persist within yeasts, particularly Candida species, through endofungal associations. In this prospective cross-sectional study, gastric biopsy specimens from 233 patients undergoing upper gastrointestinal endoscopy at Gastroenterology Department of Ege University Hospital between July 2021 and October 2022 were analyzed. Candida spp. were isolated and examined for intracellular bacteria and intracellular H. pylori. Molecular assays, including H. pylori-specific primers and virulence gene analysis, were performed directly from total Candida DNA without prior bacterial culture. Species-level identification of Candida isolates was confirmed by PCR and sequencing. Candida species were isolated from gastric biopsy samples of 94 (40.3%) of the total 233 patients, yielding 159 Candida isolates overall. Endofungal H. pylori was detected in 48 of these 159 isolates (30.2%), corresponding to 38 of the 94 Candida-positive patients (40.4%), as some patients yielded positive isolates from both the antrum and corpus. Region-specific analysis revealed that endofungal H. pylori-positive Candida isolates were present in 10.3% of patients from the antrum and 9.0% from the corpus. Molecular analysis further confirmed the presence of H. pylori virulence genes within yeast isolates. Our findings suggest that Candida species may serve as an intracellular reservoir for H. pylori, potentially contributing to persistence, and may play a role in treatment failure and recurrence.",Microbial pathogenesis,2026,10.1016/j.micpath.2026.108709,https://pubmed.ncbi.nlm.nih.gov/42457097/,2026-09-07T00:41:49.029521+00:00
42437153,Sarcina ventriculi: An incidental finding or a byproduct of a more concerning underlying disease?,"Sarcina ventriculi is a rare, acid-resistant, carbohydrate-fermenting, Gram-positive bacterium most often reported in the setting of delayed gastric emptying or gastric stasis and obstruction. Its clinical relevance is variable, ranging from incidental colonisation to potentially severe complications such as emphysematous gastritis and perforation. Diagnosis is typically suggested by the characteristic basophilic tetrads on routine hematoxylin-eosin staining. An 81-year-old male presented with a 3-month history of atypical epigastric pain, postprandial vomiting, and general deterioration. Initial laboratory evaluation showed severe anemia and an inflammatory response. Upper gastrointestinal endoscopy revealed a traversable ulcerated, exophytic antral lesion extending toward the greater curvature. Histopathology of multiple biopsies demonstrated a poorly differentiated gastric carcinoma with concomitant Helicobacter pylori infection and S ventriculi identified on hematoxylin-eosin slides. Contrast-enhanced CT confirmed a locally advanced antrum-pyloric tumor with nodal, hepatic, and peritoneal metastases T4N2M1 (according to the eighth edition of the AJCC TNM staging system). The patient received symptomatic management, Helicobacter pylori eradication therapy, and was referred for palliative oncologic care. He died shortly thereafter. The detection of S ventriculi on gastric biopsies should prompt clinicians to actively search for an underlying cause of gastric stasis or obstruction, including malignancy. Management should prioritise treatment of the precipitating condition. Antibiotic therapy for S ventriculi may be considered in symptomatic patients or when complications are suspected, and H pylori should be treated according to standard guideline-based regimens when present.",Radiology case reports,2026,10.1016/j.radcr.2026.06.057,https://pubmed.ncbi.nlm.nih.gov/42437153/,2026-09-07T00:41:49.029560+00:00
42372561,Prediction of efficacy and prognosis of PD‑1/PD‑L1 inhibitor combination chemotherapy for gastric cancer using an AI model based on dual‑energy CT: A multicenter study.,"The aim of this study was to evaluate the ability of dual-energy CT (DECT) quantitative parameters and radiomics to predict treatment efficacy and prognosis in gastric cancer patients receiving PD-1/PD-L1 inhibitor-based combination chemotherapy. This study enrolled a total of 344 patients with gastric adenocarcinoma, divided into training, validation, external-validation, and cross-platform validation sets. Based on the Immune Response Evaluation Criteria in Solid Tumors (iRECIST) for immunotherapy, patients were classified as responders or non-responders. Clinical features and qualitative and quantitative imaging biomarkers from conventional CT and DECT were evaluated. Five machine learning algorithms were used to integrate imaging biomarker models, independent clinical predictors, and DECT models. A logistic regression model was then constructed based on the integrated data. Model performance was assessed using receiver operating characteristic (ROC) analysis, calibration curves, decision curve analysis (DCA), and the IDI and NRI indices, with subgroup analysis performed to validate the model's generalizability. Kaplan-Meier (KM) survival analysis was conducted to evaluate the association between imaging biomarkers and progression-free survival (PFS) and overall survival (OS). The logistic regression model was identified as the optimal machine learning model, with AUCs of 0.827 (95% CI: 0.764-0.891), 0.803 (95% CI: 0.695-0.910), 0.775 (95% CI: 0.641-0.909), and 0.781 (95% CI: 0.614-0.948) across the four sets. No significant differences in AUC were observed between the training set and the other sets (DeLong test: P = 0.698, 0.488, and 0.646), indicating stable model performance. Calibration curves indicated good agreement between predicted and observed outcomes across all sets, with Hosmer-Lemeshow test P-values of 0.291, 0.162, 0.918, and 0.281 for the training, validation, test 1, and external test 2 sets, respectively. Brier scores (0.158-0.197) further confirmed high predictive accuracy. DCA showed positive net benefit across wide threshold ranges: 0.02-0.95 (training), 0.19-0.79 (validation), 0.04-0.66 (test 1), and 0.03-0.76 (external test 2). At a 50% threshold, net benefits were 0.160, 0.218, 0.120, and 0.314. Subgroup analyses confirmed robust generalizability (all P > 0.05). KM curves demonstrated that patients in the high-risk group had significantly worse OS and PFS compared with those in the low-risk group. Similarly, patients classified as non-responders by iRECIST had significantly poorer OS and PFS than responders (all P < 0.05, χ2 = 3.98-13.67). The DECT-based radiomics model can predict treatment response and prognosis in gastric cancer patients receiving immunotherapy combined with chemotherapy and support individualized treatment planning and optimization of therapeutic strategies.",European journal of radiology,2026,10.1016/j.ejrad.2026.113013,https://pubmed.ncbi.nlm.nih.gov/42372561/,2026-09-07T00:41:49.029620+00:00
42372557,Preoperative prediction of lymphovascular and perineural invasion in locally advanced gastric cancer via CT habitat analysis and deep learning: A dual-center study.,"To develop and validate a combined model integrating CT-based habitat analysis and deep learning (DL) features for the preoperative prediction of lymphovascular and perineural invasion (LVI/PNI) in locally advanced gastric cancer (LAGC). This dual-center, retrospective study included 611 LAGC patients divided into training (n = 374), internal validation (n = 161), and external validation (n = 76) cohorts. Radiomics and DL features were extracted from venous-phase CT images of the whole tumor to identify the optimal intratumoral signature. Additionally, K-means clustering was utilized to partition the tumors into distinct habitat subregions, from which DL features were extracted to select the optimal habitat signature. A combined model integrating the best intratumoral and habitat signatures with significant clinical factors was constructed via multivariate logistic regression and visualized as a nomogram. Performance was assessed using the area under the curve (AUC) and decision curve analysis (DCA). The DL signature and the whole tumor (WT) habitat signature demonstrated superior discriminatory ability. Consequently, the combined model-integrating the DL signature, habitat WT signature, cT stage, and histological grade-achieved favorable predictive efficacy, yielding numerical improvements in AUC performance across all cohorts. AUC values were 0.891, 0.866, and 0.815 for the training, internal validation, and external validation cohorts, respectively. DCA confirmed that the model provided substantial net clinical benefit. The proposed combined model provides a promising and clinically relevant tool for preoperative LVI/PNI risk assessment in LAGC, facilitating individualized treatment strategies.",European journal of radiology,2026,10.1016/j.ejrad.2026.113041,https://pubmed.ncbi.nlm.nih.gov/42372557/,2026-09-07T00:41:49.029666+00:00
42364327,Dynamic monitoring of circulating tumor cells and PD-L1 combined positive score as prognostic biomarkers for adjuvant immunochemotherapy in stage III gastric cancer: A prospective observational study.,"Patients with stage III gastric cancer (GC) face a high risk of recurrence after radical resection, and the significance of circulating tumor cells (CTCs) and Programmed death-ligand 1 (PD-L1) combined positive score (CPS) in adjuvant therapy remains unclear. In this prospective observational cohort study, we analyzed 76 stage III GC patients post-D2 resection who received either chemotherapy alone (n = 46) or immunochemotherapy (n = 30) based on clinical decision-making. CTCs levels at baseline and after 6 treatment cycles were assessed using a folate receptor-based qPCR assay, while PD-L1 CPS was evaluated via immunohistochemistry. We also analyzed the time difference between CTCs elevation and radiological relapse. Although a single baseline CTCs lacked independent prognostic value, dynamic increases in CTCs during treatment served as an independent predictor of disease-free survival (DFS) and overall survival (OS) in GC patients (P = 0.019, P = 0.013). Notably, elevated CTCs significantly preceded radiographic recurrence confirmation by a median of 284.5 days (P < 0.001). In the immunochemotherapy cohort, PD-L1 CPS ≥ 5, but not CPS ≥ 1, might help identify patients with greater DFS and OS benefits (P = 0.038, P = 0.023). Dynamic monitoring of CTCs serves as a sensitive early-warning tool for recurrence and an independent prognostic indicator for DFS in stage III GC. Furthermore, a PD-L1 CPS threshold of ≥5 may help stratify candidates for adjuvant immunotherapy, though OS findings are exploratory pending validation in larger cohorts. This study confirms the clinical value of dynamic CTCs monitoring in prognostic assessment and early recurrence warning, as well as the potential significance of PD-L1 CPS in guiding patient selection for adjuvant immunotherapy in stage III GC.",International immunopharmacology,2026,10.1016/j.intimp.2026.117070,https://pubmed.ncbi.nlm.nih.gov/42364327/,2026-09-07T00:41:49.029723+00:00
42285190,ARTN drives ABCB1-mediated chemoresistance in gastric cancer cells by promoting ELK4 phosphorylation.,"Chemoresistance is the primary hindrance to effective gastric cancer (GC) treatment. Artemin (ARTN) exerts oncogenic roles in various malignancies (including GC), yet its involvement in GC chemoresistance remains unelucidated. This work sought to clarify the function of ARTN and the mechanism in GC chemoresistance. ARTN expression was detected via qPCR and western blotting. The functions of ARTN in GC chemoresistance were evaluated in vitro by CCK-8, apoptosis, and colony formation assays, which were also determined in vivo using a xenograft mouse model. Immunohistochemistry was adopted to measure Ki67 (a marker of proliferation) and cleaved caspase 3 (a marker of apoptosis) in tumor tissues. ELK4 phosphorylation was assessed through immunoprecipitation and western blotting. ChIP-qPCR was employed to determine the binding of ELK4 and ABCB1. ARTN was aberrantly upregulated in GC cells, particularly in chemo-resistant GC cells; its knockdown efficaciously sensitized chemo-resistant GC cells to 5-fluorouracil (5-FU), reduced proliferation, and enhanced apoptosis. In vivo, ARTN deficiency restrained tumor growth in chemo-resistant xenograft mice under 5-FU treatment, with downregulated Ki67 and upregulated cleaved caspase 3 in tumor tissues. Molecular mechanism experiments revealed that ARTN facilitated ELK4 phosphorylation and increase ABCB1 expression in GC cells by activating KRAS/ERK signaling. Crucially, ARTN overexpression impaired GC cell sensitivity to 5-FU in vitro, which was abrogated by ELK4 or ABCB1 knockdown. ARTN promotes GC chemoresistance by upregulating ABCB1 expression via modulating ELK4 phosphorylation, offering a likely therapeutic approach to reverse GC chemoresistance.",Cellular signalling,2026,10.1016/j.cellsig.2026.112668,https://pubmed.ncbi.nlm.nih.gov/42285190/,2026-09-07T00:41:49.029764+00:00
42269536,Clinicopathological and prognostic significance of immune-related PD-L1 expression in locally advanced gastric cancer with HER2-low expression.,"Gastric cancer (GC) is a highly invasive and heterogeneous malignant tumor. HER2-low GC is considered a biologically and clinically important intermediate subtype. Clarifying its clinicopathological features, genetic alterations, and tumor immune microenvironment is critical for improving clinical management. This study retrospectively enrolled 576 patients with HER2-non-amplified locally advanced GC(LAGC) who underwent surgical resection between January 2017 and December 2019. Patients were classified into HER2-low and HER2-zero groups using immunohistochemistry and in situ hybridization. Based on the Asian Cancer Research Group (ACRG) classification and PD-L1 expression, we analyzed the associations of HER2-low status with clinicopathological features, PD-L1 expression, and prognosis using Kaplan-Meier and Cox regression. Among 576 patients, 268 (46.53%) were HER2-low. HER2-low was more frequent in tumors ≤ 4.61 cm and intestinal-type GC (p < 0.001). PD-L1 positive rate was 49.65%, correlated with pN stage, vascular invasion, and ACRG subtype (p < 0.05). HER2-low tumors showed significantly higher PD-L1 positivity (p < 0.001). Independent prognostic factors for 5-year overall survival included tumor invasion depth, lymph node metastasis, and TNM stage (p < 0.001). HER2-low GC helps refine GC classification and is associated with higher PD-L1 expression, supporting immunotherapy strategies. Further research is needed to explore its clinical and therapeutic value in personalized precision treatment.","Pathology, research and practice",2026,10.1016/j.prp.2026.156583,https://pubmed.ncbi.nlm.nih.gov/42269536/,2026-09-07T00:41:49.029807+00:00
42266015,Plasma PlGF as a Potential Biomarker in Ramucirumab-Based Second-Line Therapy for Advanced Gastroesophageal Adenocarcinoma: Exploratory Biomarker Analysis from the Phase II Part of the RAMIRIS Trial.,"Antiangiogenic treatment with ramucirumab (RAM) is a standard second-line option in advanced gastric and gastroesophageal junction (GEJ) adenocarcinoma. However, reliable biomarkers are lacking. The phase II RAMIRIS trial compared RAM plus paclitaxel with RAM plus FOLFIRI (5-fluororuracil, leucovorin and irinotecan) in this setting. We present the exploratory biomarker analysis evaluating placental growth factor (PlGF), carbonic anhydrase IX (CAIX), and tryptase. Plasma samples from 99 patients enrolled in RAMIRIS were collected at predefined timepoints (baseline, Cycle 2 Day 1, and Cycle 4 Day 1). PlGF, CAIX, and tryptase were quantified by ELISA. Associations with progression-free survival (PFS) and overall survival (OS) were analyzed using dichotomized biomarker levels and Cox regression models. PlGF levels increased substantially under treatment, whereas CAIX showed a transient rise, followed by a slight decline, and tryptase remained stable. Elevated PlGF levels at baseline and early-treatment (c2d1) were associated with shorter OS in univariate analysis (baseline HRu = 1.75; p = 0.020; c2d1 HRu = 1.69; p = 0.054). After multivariate adjustment, the association remained directionally consistent; although statistical support was retained only for c2d1 (baseline HRm = 1.41, p = 0.198; c2d1 HRm = 1.85, p = 0.030). CAIX and tryptase showed no consistent associations with survival. Elevated PlGF-particularly its early increase during RAM-based therapy-was associated with shortened survival and may represent a dynamic marker of unfavorable prognosis in advanced gastric/GEJ adenocarcinoma. Given the exploratory nature of this analysis, these findings should be considered hypothesis-generating and require validation in independent biomarker-driven studies.",International journal of cancer,2026,10.1002/ijc.70567,https://pubmed.ncbi.nlm.nih.gov/42266015/,2026-09-07T00:41:49.029853+00:00
42263889,WTAP-mediated m6A modification of UBE2K drives the malignant progression of gastric cancer.,"Gastric cancer (GC) remains one of the leading causes of cancer-related mortality worldwide. Ubiquitin-conjugating enzyme E2 K (UBE2K), defined as an E2, is involved in various cellular processes. N6-methyladenosine (m6A) is one of the most abundant subtypes of RNA modifications. However, the systematic role of UBE2K and whether UBE2K undergoes an m6A modification in GC remain unknown. The expression and prognosis of UBE2K in GC were analyzed through an online database. RT-qPCR, western blot and IHC were used to test the expression of UBE2K in GC tissues and cells. CCK-8, colony formation, transwell, wound healing and sphere formation assays were conducted to explore UBE2K's function in vitro. The subcutaneous mouse model was generated to validate UBE2K's role in tumorigenesis. RNA immunoprecipitation and RNA stability experiment were applied to investigate the molecular mechanism of UBE2K. Higher expression of UBE2K was found in GC tissues and predicted worse prognosis. UBE2K knockdown suppressed the malignant progression of GC cells both in vitro and in vivo. Mechanistically, we found that UBE2K was regulated by m6A modification. WTAP was further revealed as the m6A writer of UBE2K to enhance UBE2K RNA stability. Finally, functional rescue experiments showed that silencing WTAP reversed the oncogenic effects of UBE2K overexpression on GC cells, whereas WTAP attenuated the suppression of GC cells induced by UBE2K knockdown. Our findings indicate WTAP-mediated m6A modification upregulates UBE2K and the WTAP/UBE2K axis facilitates GC progression, suggesting a potential therapeutic target for GC treatment.",Biochimica et biophysica acta. Molecular basis of disease,2026,10.1016/j.bbadis.2026.168318,https://pubmed.ncbi.nlm.nih.gov/42263889/,2026-09-07T00:41:49.029894+00:00
42225858,"ANGPTL1 Inhibits the Growth, Migration, and Angiogenesis of Gastric Cancer Cells by Downregulating VEGFA Expression.","Gastric cancer (GC) remains one of the most common malignant tumors worldwide, with high incidence and mortality rates. Angiopoietin-like protein 1 (ANGPTL1), a member of the ANGPTL family, is known to function as an anti-angiogenic factor and tumor suppressor. However, its role and underlying mechanisms in GC development have not been investigated and require further investigation. Protein expression levels were analyzed using western blotting and immunofluorescence (IF) assays. Cell viability was assessed using the CCK-8 assay, and cell proliferation was evaluated through colony formation assays. Cell migration and invasion were examined using Transwell assays. Angiogenic capacity was determined through tube formation assays. The VEGFA mRNA expression was detected through RT-qPCR. The level of VEGFA was confirmed through ELISA. The tumor size, volume and weight were confirmed through the in vivo assay. The CD31 protein expression was verified though IHC assay. ANGPTL1 was found to be expressed at lower levels in GC cells, and negatively correlated with VEGFA. ANGPTL1 significantly inhibited GC cell proliferation, migration, and invasion. Furthermore, ANGPTL1 suppressed angiogenesis in vitro. Mechanistically, it was observed that ANGPTL1 overexpression reduced VEGFA expression, and ANGPTL1 can interact with VEGFA. Importantly, reintroduction of VEGFA reversed the inhibitory effects of ANGPTL1 on GC progression. Lastly, VEGFA overexpression retarded the tumor growth in vivo. This study demonstrates that ANGPTL1 inhibits the growth, migration, and angiogenesis of GC cells by downregulating VEGFA expression. These findings suggest that ANGPTL1 may serve as a promising therapeutic target for gastric cancer treatment.",Biochemical genetics,2026,10.1007/s10528-026-11406-1,https://pubmed.ncbi.nlm.nih.gov/42225858/,2026-09-07T00:41:49.029931+00:00
